Title,Description
陈志成：智造企业机联网云服务方案,很赞同标准的融合和对控制标准的演进！如能结合云计算实时的过程数据分析和控制，在行业中的应用场景似乎才能真正带来智能制造的价值，才能不仅仅是工业自动化。个人感觉车联网似乎切入的机会大。
军迷俱乐部第16期,解放军最强悍的三大甲类集团军是：第38军，军部位于河北省保定市，隶属北京军区；第39集团军驻守辽宁省，隶属沈阳军区，军部在辽宁辽阳；第54集团军现在驻守在河南省，军部位于河南新乡市，隶属于济南军区。
舒客VS云南白药：牙齿上的攻坚战,云南白药牙膏出道五年，硬把高露洁、佳洁士、中华、黑人长期把持的市场改写成4+1格局。之后牙膏市场再次陷入板结，直到舒克出来叫板。舒克和云南白药之间有着怎样的比拼?
模仿20世纪50年代生活的“洛卡比利”社区,穿着50年代的衣服，开着50年代的汽车，就连房间也都被装饰成50年代的模样！生活在这里的欢乐居民不随大流，拥有自己的信仰，其灵魂是对生活品质和设计的追求。无论是旧电灯抑或鸡尾酒礼服的修补都能自己搞定。想要加入他们吗？
为什么说公共WiFi不安全？,我们总被提醒不要随意连公共WIFI，曾有调查显示全国8万个公共WIFI中有21%存在风险。那么连上公共WIFI到底有什么风险呢？1内网监听攻击，在一个共同网络内，攻击者可以很容易窃听你上网内容2伪造成WIFI，进行攻击。安全起见还是尽量少开WIFI比较好
提高编程技能的11个建议,不说废话，直接上步骤。1.首先仔细分析问题2.接着好好想想如何解决这个问题3.收集整理所有需求。花点时间将最终产品要实现的目标写下来，并且明确哪些是我们的目标用户群。如果这一步能做好的话，将会给后面节约大量的时间，正所谓磨刀不误砍柴工。
数据解读：iPod就要完成历史使命了,iPhone6风头正劲，苹果却悄悄拿掉了iPodClassic，也是最后一款延续经典设计的iPod。在过去13年里，iPod扮演的角色远远不止是个MP3播放器。从某种意义上说，互联网可分为两个时代，iPod之前和iPod之后。iPod系列，你都用过哪些？一起来向经典致敬！
2014年互联网股权众筹盘点报告要点记录,IT桔子与TECH2IPO/创见联手打造的2014年互联网股权众筹盘点报告今日在IT桔子与TECH2IPO/创见发布，这份报告主要整理、分析了国内互联...
苹果CEO库克的财富观：金钱永远不是早起的理由,库克周四晚间造访清华大学，与该院院长钱颖一展开对话。谈及苹果创始人乔布斯时，库克称：没有人能成为乔布斯；谈到他的财富观，“钱对于我来说，永远是结果，而不是动机;把事情做好，你自然而然就收获金钱了。对话详情戳
海尔日日顺提出D2D，既有槽点也有有亮点,听过B2B、C2C、B2C，如今海尔日日顺创立D2D。他们的解释是：D2D区别于O2O单纯的线上与线下的结合，更注重工厂与消费者之间的关联性。不过，对于这样一种尚未探路的概念，是否如愿落地，则仍需时间检验。
二次元界去年发生了哪些变化？看完报告全了解,国内知名漫画阅读应用漫画帮最近发布了完整的《2014年度移动端二次元用户数据报告》。传统观点认为的由宅男主导的二次元领域正在被推翻，动漫整体市场逐渐向女性用户倾斜。更多有...
马上着手开发Mac应用程序,@TracyYih的这篇文章详尽的介绍了Mac应用开发的路线图，其中每一步都介绍一个新主题，并链接到一篇或多篇有关该主题的简短文章，所以还附有很多有价值的扩展阅读链接，非常棒！分享自@SegmentFault，文章传送门：
对中国自主研发的智能系统COS的四点质疑,号称中国人自主研发的智能系统COS一出道就带着令人振奋的光环，但近日频频传出质疑的声音，集中于四点：COS系统是否是中国独立自主研发？HTC是否参与研发？为啥刚发布就有10万应用？COS如何打败ios和Android？不知COS会如何解释这些质疑
美国政府：我有特别的反恐技巧——营销号,如果说国务卿克里正在组建对抗IS的军事集团的话，那么RichardStengel就是对抗IS的「公关集团」的领导人。他目前正在率领美国政府一个约50人的团队，在互联网上的街角巷尾——社交网站当中，与IS针锋相对。
体验餐饮O2O，相比传统差距在哪？,#周日餐饮业升级主题#关于麦当劳和肯德基的薯条有一个非常经典的问题：为什么肯德基宅急送没有薯条，而麦当劳的麦乐送有薯条。这个问题背后是服务能力以及对产业链上下游的掌控能力。
GoogleI/O大会不得不看的十大亮点,Google试图加速Android系统在全球的推广速度，从而推出了名为「AndroidOne」的激励措施。它向OEM厂商提供制造手机的标准模板，从而让他们能够以较低的成本成产出高质量的手机。
中美“大数据云图”结构与价值比较,中美大数据产业布局存在巨大差异。在一年时间里，中国大数据的产业版块正发生巨大变化;对比大数据云图2.0版(2013版)与3.0版(2014版)，美国的产业也在急剧变动。
大数据及若干问题的讨论,大数据技术的认识误区。数据量大是不是就可以成为大数据呢?这里面有一些认识上误区。宁波的某个区，在全区装三千多个高清摄像头，每天产生5PB数据，是不是大数据?网上也流传过一些段子，说卖包子开店，通过分析人流量进行选址，也叫大数据分析
旅游网站玩相亲：是不务正业还是互联网思维？,某旅游网站近期开展了一次跨界相亲活动，这是一个很奇怪的组合。短短的两天时间内，其移动端的微社区共有两万名驴友参与活动，产生7000多条“相亲晒照”的话题，社区访...
开源经历就是最好的简历,IT界有个笑话：你如何称呼那些给Linux内核写了六个补丁的程序员?答案是：被雇佣的人。这个笑话意思是业余开发者是不会开发超过5个内核补丁的，因为当你开发了5个补丁之后，往往就会得到一个工作邀请。其实这个并不是笑话，因为这样的事情见得太多了。”
上海外滩踩踏事件背后，是0.75m²的血色大数据,景点室内达到1㎡/人、室外达到0.75㎡/人，即要立即启动应急预案。而在2014年午夜，上海外滩陈毅广场及周边辞旧迎新的群众，拥挤程度已经远远小于0.75㎡/人。@钛媒体
广告门：2014年度十大代言人,1.李敏镐，欧巴的男色时代；2.金秀贤，就是不闲累；3.邓紫琪，选秀新星的代言之路；4.李易峰:影视剧闪现的“国民代言人”；5.柯震东:代言人，你得三从四德；6.“乌贼刘”一条微博多少钱；7.TFboys:阿姨爱我，同学也爱我；8.罗永浩:一个理想者的代言之路……
解密YC：硅谷顶级孵化器如何制造创业富翁？,硅谷顶极孵化器YCombinator每年孵化的项目中有多少坚持了下来，又有多少最后变成人们津津乐道的Reddit、Airbnb和Dropbox？但这都无法阻止YC继续创造神话，YC孵化创业到底有何秘诀？
大数据让未来充满无限可能不用再苦苦学外语？,大数据和语言的结合会碰撞出怎样的火花？陈伟觉得，语言是世界上最灵活的一门学科，一句话不同角度理解就有不同意思，大数据恐怕难以和语言翻译搭上边。大数据之所以能实现语言在线自动翻译转化，关键点在于大数据之间关联性分析
Fitbit将发布智能手表Surge,各大厂商都在尝试智能手表的年代里，Fitbit作为销量前列的智能可穿戴设备厂商不能落后：他们可能已经完成了一款智能手表设备，名为FitbitSurge，主要特性为内置GPS模块，可以通过屏幕查看手机通知、控制音乐等。
大数据史记2013：盘点中国2013行业数据量,2013年中国产生的数据总量超过0.8ZB（相当于8亿TB），2倍于2012年，相当于2009年全球的数据总量。预计到2020年，中国产生的数据总量将是2013年的10倍，超过8.5ZB。（分享自@大数据资讯）
日媒：中国各地计划打造200个“智慧城市”,以往北京都是在进入供暖季之后由燃煤带来烟尘，但今年10月19日，也就是北京国际马拉松赛当天就已经创下了PM2.5浓度达每立方米400微克的纪录。空气污染程度之重达到了世卫组织所建议的最高值的16倍，很多参赛选手不得不戴着口罩比赛。
围住神经猫，朋友圈瞬间爆红是如何炼成的？,黑马哥前两天就在朋友圈看到了那只神经猫，不过没太在意，没想到这两天这只神经兮兮的猫以秒速情形迅速在朋友圈爆红。当黑马哥了解到这个小游戏仅仅开发了一天半时，顿觉人与人之间的差距。你说，怎么就这么大捏~
医疗零售如何O2O？以海王星辰和支付宝合作为例,日前，支付宝与海王星辰达成战略合作，这是国内互联网巨头战火首次烧到医疗零售领域。也意味着，传统领域，如医疗、教育、公共服务这些Offline...@互联网阿超
智能交通行业在资本追逐想象中快速发展,真正的智能交通还融入了物联网、云计算、大数据、移动互联等高新IT技术，既是对实时交通态势的准确把握，如监测路况、公交车调度等，又可以衍生出很多相关技术，综合性智能交通体系离不开车联网、手机端应用等技术创新。@智慧交通-董海龙
数字追凶，比福尔摩斯还快,警察在处理案子时总会遇到许多难题，其中之一就是根据犯罪现场的蛛丝马迹还原出凶手作案时的完整情况。他们要从海量的干扰信息中筛选出对案件有帮助的，再通过分析这些信息推断出正确的结论。这正是数学拯救世界的时刻。从现场测得的数据…
2015大数据趋势,1.数据的灵活性成为焦点；2.企业逐渐从数据湖转向数据处理平台发展；3.Hadoop将成为企业的关键应用组件；4.Hadoop加强支持实时应用和得到企业级强化；5.新的技术堆栈；6.Hadoop供应商整合新商业模式出现；7.R将取代传统SAS解决方案；8.服务大数据成为主流；
足球教练利用大数据分析“点球成金”,西雅图海湾人收集了大量的运动员数据。训练时，他们身上戴着CatapultSports提供的身体监测仪。该设备可以记录运动员加速、减速和长跑的数据信息。OmegaWave系统每周对运动员做两次心电图扫描，来测量他们的身体……
不要等死之前再问自己这30个问题,1.你曾经付出了多少爱？2.哪些事情是你喜欢做但还没有做的事情？3.你会选择什么类型的人作为终身伴侣？4.你想在哪里生活？5.你想成就什么？6.你想要人们记住你什么？7.你羡慕哪种生活？8.你想要体验哪些冒险活动？
实用教程：如何让Excel图表更具“商务气质”？,每到年底的时候，大家都需要撰写工作总结，其中往往会使用很多图表来反映一年的工作业绩。而大多数人制作Excel图表，都会使用Excel的默认格式，或者凭自己的感觉进行一些格式美化，但效果很难尽如人意。下面是一组来自…
Structure2014热门技术及趋势观察,在IT领域，迟到或者缺席一场重要变革带来的往往都是泯然众人或者灭亡。对于各个IT弄潮儿来说，认清形势，知己知彼，在同等级的竞争中确立优势显然更加符合实际。现带大家走进Structure2014，从巨头的脚步上看当下云计算领域的发展态势-----
kantar：2015年中国社交媒体影响报告,与一年前相比，城市居民中使用社交媒体的比例从去年的28.6%上升到了34%。90后替代80后成为社交媒体用户中最大的年龄组别，而60后、50后及年龄更高人群的比例也都在上升，唯一下降的是曾经”一家独大”的80后-他们的比例从44.8%大幅下降到了30.8%。
为什么3D打印机这么便宜了？,200美元一台3D打印机，堪称白菜价；就在去年，一台Replicator2的售价还在2000多美元，批量生产、成本降低等都是降价的原因。如果一台1200块钱的3D打印机摆在你面前，你会买吗？
用大数据看懂《速度与激情》的用车法则,当你对《速度与激情》中的车流口水时，有没有想过，这个电影里究竟有多少台车？哪个品牌车最多？什么车最厉害？……没错，4月12日，《速度与激情7》就要和中国观众见面了，无论你是不是《速度与激情》系列的粉丝，这都是一部…
网友爆料商务社交网站天际网高管接连遭到清洗,天际乱象，新CEO加盟不到半年，3位核心部门高管相继离职，下一个是谁？天际网内部曾开展过一个代号为“诺曼底计划”的职场选美活动，耗尽了公司大量资源，最终却胎死腹中。
激情过后的陌陌：LBS交友模式的迷惘和反思,微信高歌猛进，而曾与之声势不相上下的陌陌却陷入一种不温不火的尴尬境地。陌陌如何才能摆脱现在的成长困境？媒体从业者@柳志卿提出了自己的观察和认识，在他看来，陌陌仅靠着现在的产品形态和思路在移动互联网是“完全没有机会”。
拍案而起，十问大数据,Q1：大数据是商业炒作吗?Q2：数据越多越有用？Q3：人工智能将超过人类大脑？Q4：用户隐私问题如何解决？Q5：运营商管道vs互联网用户大数据？Q6：大数据和云计算、物联网是什么关系？Q7：有了大数据，我们还需要专家吗？Q8：大数据最适合做什么？
大数据让作家失业，不是你选择电影而是电影选择你,大数据时代，电影在瞄准特定观众群上将变得前所未有的精确，一部电影在放映之前就可以知道它会有多少观众，有哪些观众。定位精准的产品和营销，保证了产品在推出之前就知道有人会买单。代价是，导演和作家都得遵循大数据安排。
对话银行大佬：互联网金融中的大数据作用及影响？,问：互联网金融的发展依托大数据，那么大数据的特征有哪些？优势在什么地方？它给传统金融机构带来了哪些机遇与挑战？张晓蕾（渣打银行（中国）有限公司副行政总裁）：传统商业银行也有广泛使用大数据技术，但对…
巨大生活压力下解决心理问题的好选择,幸福的人的幸福彼此都是相近的，而苦逼的人生各有各的苦逼。在快节奏的时代里面对奔波、忙碌，工作，房贷，物价等压力，人们对这些压力释放的需求也开始变得十分巨大，一些创业公司也瞄准了这个领域@心融网@私密答网
驳：黄绍麟“陌陌可以转营熟人社交”的观点,本文表达了对之前发布的《陌生交友只为要享受一下出轨的感觉》的一些思考与不同观点。主要的分歧在于@黄绍麟提出的陌生人交友工具可以转型为熟人社交产品这个设想，作者从产品定位、市场竞争与产品功能这三点来阐述自己的看法。
应用案例：大数据招聘，我就这样被算法选中,杰德·多明格斯今年26岁，从未上过大学，被镀金公司的算法判定为编程高手，而后被这家新创公司招聘为程序员。他说：“代码最棒的一点在于，很大程度上是靠能力驱动的。不看你学过什么，只看你学到了什么。”大数据招聘，有多靠谱？
创新：大公司的游戏与创业者的陷阱,创业者啊，不要总想着搞一个大创新，TooYoungSometimesNavie。中国的创业者就像是一个连照着描都画不好的绘师，却已被熏陶的开始想向毕加索发起挑...@评论尸
私房点评！国际一线品牌化妆品网站都长什么样？,国际一线化妆品品牌是如何打造自己的官网的？在这个行业里，名牌效应是否也会蔓延至网站的展示上？能不能打动我们的腰包？光看不过瘾，最要紧的是从@飞屋睿UIdesign的点评中学到知识。来看看有哪些设计师不能错过的>>>
重新审视今日头条创新路上的跨界“麻烦”,在创新者的眼中，看到的更多是今日头条给传媒行业带来的新机会；而在“受害者”的眼中，看到的永远只是自己利益的受损。这种视角的不同，很可能决定一家媒体在这场正在发生的传媒变革中的命运。点击阅读@杨钊-半仙
周鸿祎：唯有狼性精神，才能在移动互联网生存,凭借着免费安全策略和搜索的东风，360成功坐大，那么，它的下一个机会会是在移动互联网吗？移动互联网存在怎样的机会和挑战、如何赚钱、如何战略布局，周鸿祎对此一一坦诚了自己的看法@周鸿祎@360安全卫士
你真的适合在数据科学领域工作吗？,你真的适合在数据科学领域工作吗？】原文作者：AnmolRajpurohit 本文由数据客翻译团队翻译，并授权36大数据转载，其他转载须申请原译者授权。目前数据科学家或相关角色（如数据管理，统计师，数据分析师等）成为最抢手的职业之一。针对这一跨行业的趋势…
百度19亿美元收购91无线,过去3年是中国社交网络启蒙的3年，也是中国人网络社交从亢奋到回归常态的3年，新浪微博和微信的迅速崛起是中国人社交需求带来的庞大人口红利，更好的社交网络形态则需要更加扎实的对人的研究和深厚的产品功力。@王伟商业价值
CCYIA：2014中国邮轮发展报告,2014年中国大陆邮轮运营466航次，增长14.78%，其中母港航次366个，增长9.3%，访问港航次100个，增长40.8%；出入境邮轮旅客172.34万人次，增长43.36%；其中，以中国游客为主的母港航次出入境147.92万人次，增长44.3%。
Chicisimo：大数据解答时尚搭配,在大数据背景下，Chicisimo的模式十分值得其他时尚网站借鉴。Gabriel认为搭配确实是最令女生头疼的问题，而帮助她们解决这个问题，正是Chicisimo目前的专注点。用户除了“分享搭配”，还可以“建立搭配组合（createanalbumoflooks）
蔚蓝地图：多方发力向污染宣战,京津冀、珠三角、长三角，三大区域占全国国土面积的8%，但是却消耗了全国煤炭的43%，单位面积的污染物排放强度是全国平均水平的5倍。这些触目惊心的数字无不向我们表示当前环保的形势和迫切。@蔚蓝地图
美国医院信息化发展过程中走过的12道『坑』,1：数字化医院等于无纸化医院。2：数字化医院要当作“数字化世界”来设计。3：临床需求决定医院的技术能力。4：行业框架及成熟的“最佳典范”模式展现了每家医院的数字化路线图。5：临床医生需要与患者相关的所有临床信息......
“操盘手”张勇：阿里是如何把双十一做火的,媒体在杭州阿里园区专访“双十一”的缔造者、阿里集团COO张勇。在将近两个小时的访谈中，张勇谈到了“双十一”的起源、六年来为此经历过的疼痛，还原了真实的“双十一”。更重要的是，他还部分剧透了今年的节目单哦。来看看吧！
大数据挑战：敢不敢不要加入人的判断？,在我们生活的这个时代，有这样一个简单原则：随着数据数量的不断增长，人们判断力的重要性应该逐渐降低。这一论断听上去好像异端邪说，不是吗？现在的管理教育大都是对人们判断力的培养——也就是培养未来领导者“模式匹配”（p…
高科技的15个恐怖瞬间[GIFs],高科技就是一部恐怖片，危险随时来临，而你无力阻止。1.还没完成的邮件，不小心点了发送2星期六的下午你坐下来查看下微博，然后当站起来的时候太阳下山了3你的朋友把你的母亲照片上传到了人人网。4QQ聊天的时候发现回错聊天窗口了
8个git的小技巧,git已经成为了我日常必备工具之一，我总结我几乎每天使用的8个有用（且简洁）的小技巧。使用-p选择性添加当你想提交内容时，你可以通过使用gitcommit-am来选择所...
这游戏超火！听听「2048」设计者的奇妙故事,2048这款游戏相信没有人不知道，而它不久前的火爆程度简直到了人人疯狂的地步。可是你知道吗？2048的作者竟然是一个Web开发者，而且之前没有任何的手机开发经验。简直碉堡了，快来了解一下这个游戏诞生的秘密吧！围观地址→
谷歌怎么通过移动互联网赚钱？,谷歌的移动策略主要侧重于四种关键移动产品领域的投资：1、移动广告：AdWords、定位和命令延伸、团购服务Offers、AdMob；2、移动Apps：地图、Now、电子书、钱包、购物；3、移动内容：Youtube、Play；4、移动设备：安卓、摩托罗拉、移动Chrome。
处于疯狂边缘的野兽：新浪微博繁华下的危机,新浪微博已有三岁，俗话说三岁看老，但从发展轨迹来看，其未来并不乐观。活跃用户少，僵尸粉泛滥，内容趋向同质化——这些问题都是源于新浪微博的媒体本质，不能有效地加强普通用户之间的互动。不是成功就是死去，未来到底会怎样呢？
阿里首席战略官曾鸣：活数据、热数据才是大数据,三个词来说明白什么是互联网：互联网，大数据，云计算。所谓的传媒也分了好几类：1）偏公共服务的；2）信息类电商——大综商品贸易的行情信息；财经类的咨询和深度分析。3）现在，还有很大的一团，转型出路是不太清楚的
数据会制造出更大的“干草垛？,数据会制造出更大的“干草垛”。这一观点是由纳西姆·塔勒布（NassimTaleb，著名商业思想家，著有《黑天鹅：如何应对不可知的未来》等书作）提出的。随着我们掌握的数据越来越多，可以发现的统计上显著的相关关系也就越来越多
什么才是好设计？14个维度分析给你听！,怎样的设计才能称为好设计呢？每个人心中都会给出不一样的答案吧。了解到了这14点你就能对这个问题豁然开朗哦，赶紧努力提升自己设计的品质吧，多留下一些令人印象深刻的好设计。快点把这些收藏起来时刻提醒自己吧！收藏地址→
大数据可以提升公司的客户关系管理（CRM）战略,一家分析公司的高管说，客户关系管理往往没有有效地利用大数据。你忽略了这三个个机会吗？大数据有令人惊讶的用途：从LadyGaga到CIA，大数据可以提升公司的客户关系管理（CRM）战略，从而提高客户忠诚度和增加销售…
莫让SP时代的恶意推广思维继续祸害移动互联网,@来园的狐狸随着各个互联网巨头内部架构的调整，可说无线已死，移动互联网时代到来了。然而SP时代的一些推广恶习并没有随着无线的消亡而匿迹。互联网人能否随着技术的转变而转变推广思维将影响移动互联网及自身的发展。
强调分享Google排名算法的SEO新思想变革,SEO不做，等死；做了，找死。总体上①用户喜闻乐见和乐于分享的高质量网站能够在google排名上有更好表现；②为自己的网站带来更多高质量网站的链接，能够增进排名;③强调“分享”二字，意味着社交类网站的链接会变得更加重要。
出境游创业：如何冲出携程与去哪儿的重围,近两年以出境游为代表的旅游创业表现得非常活跃，出境游更是出现井喷的态势。盛迪看准了“有些人不知道要去哪玩”的需求和商机，创办了微驴儿这款旅游工具类APP。微驴儿做了哪些努力来冲出携程与去哪儿的重围？@微驴儿
硬件众筹的梦想已经开始破碎,我并不是想鼓吹硬件开发者放弃众筹平台，也不是看衰众筹平台，只是想戳破那个被媒体吹的太大的泡沫。接受真相吧，虽然众筹的成功率超过10%，比传统意义上创业1-5%的成功率高，但也是风险极高的一个创业途径。平台不是在互联网生存的重点。
大数据预测世界杯不准,人类一思考，上帝就发笑；世界杯一来到，上帝笑得血压也升高。倒不是足球踢得多欢乐，而是世界杯预测太恶搞。大数据能带给我们的，是知识，是获知，而不是判断，更不是武断，而尊重不确定性，才是正确使用知识的一部分。
清洗路面水溅到路人长沙六旬环卫工遭殴打,60岁郭万明，在湖南长沙做环卫工已有四五年。6日早上，清洗路面时他不慎将水溅到路过女子身上，却招来与女子同行男子暴打，后被送往医院。目前打人男子已被行拘。尊重环卫工，互相理解，共同爱护环境！（潇湘晨报）
赶场子跑宴席一出手没了千把块,“一共就7天长假，已经收到了4份‘红色炸弹’，还有1个是‘宝宝宴’。”南京市民张宇表示。而一项“十一赴宴调查”显示，超过40%的人“十一”出的红包超千元。不少人感叹，“十一”俨然成了“随礼周”。亲，你随礼了没？
中国进入春运时间：28亿人次大迁徙,数据显示，春运第一天，铁路列车开行2600余对，道路投入客运车辆约80万辆，水路投入船舶2万余艘，民航投入运输飞机超过2100架。道路共发送旅客5726万人次，同比增长0.4%；水路共发送78.1万人次，同比下降11.3%。祝你一路平安！
现代制造业：自主创新驱动成都转型升级加快发展,改革和创新两项工作，是增强我市经济发展后劲和内生动力的根本所在。实施创新驱动发展战略，是加快转变经济发展方式，破解经济发展深层次矛盾和问题，也是我市改革创新、转型升级的必由之路……详情请见：@成都日报
产品经理们是如何越过iOS沙盒机制的？,随着智能机使用习惯的成熟，越来越多的用户已经不满足单个App了，很想有各个App联动使用的体验，技术上已经被封死了，那怎么办呢？接下来就看机智的产品经理是如何越过iOS沙盒机制的。
大众点评和《小时代》一起玩，玩的是用户！,大众点评和小时代3玩，尝试了微博红包，大众点评买单；得到小时代3近一半年轻新用户；营销是找到能量包转化为自己的热度；找到社交营销玩法，但消费者端的营销并没有做出代表性的动作；激发了用户更多UGC(用户产生内容)。
传统企业做O2O的三大法则！,一个行业需要有理性和不一样的声音：传统企业不要违背消费趋势去构建所谓的O2O闭环；做O2O要有自己的节奏；不要为了O2O而去做O2O。对于绝大多数电商转型中的企业来说，提升自己的电商运营水平远比做O2O更重要。@电商老兵斗牛士
O2O失败案例：剖析街库网O2O失败原因,从O2O模式剖析街库网失败的原因，对很多创业者或者从业者少走弯路具有一定的帮助。让我们来看看街库犯了哪些错误。❶只关注大市场，缺乏切入点❷快速跨城市扩张过早❸生不逢时，团购激烈❹为了闭环，投入硬件设备。
台湾复兴航空坠机遇难人数升至25人含两名泉州人,今天10时53分，#台灣復興航空空難#台北市空应变中心最新统计25人死亡、18人待救援。遇难者中王青火是厦门航空国旅的领队，原定本周日在安溪老家结婚，如今与准新娘阴阳两隔。另一名团员廖亚苹为泉州鲤城人。@新浪泉州
龚文祥：传统企业接地气做o2o的节奏与方法,2013年O2O很火爆，但还停留在理论讨论阶段；2014年O2O的主题是落地。电商行业意见领袖@龚文祥老师于2014年1月26日发表了“传统企业接地气做o2o的节奏与方法”一文，对如何接地气做O2O提出了自己的看法，值得O2O从业者借鉴学习。详情：
专家建议重点污染源实时公开,中国政法大学环境资源法研究和服务中心主任王灿发称，“公开是最好的防污剂”。但他也提到，水污染等信息公开方面存在众多问题。“比如，大家现在打开APP依然可以看到省份数据多少不一，还有部分重点地区未按照要求实现实时公开。via京华时报
你可以学做下一个乔布斯：梦想家锻造八步曲,1.改变你的日常路径2.每天做一次头脑风暴，而对象可以是任何东西3.别止步在一个问题的第一个答案上4.慢慢学会在头脑风暴时集中精力5.学会捕捉并反思各种先入为主6.给你的各种创意排名，然后筛选出值得继续开发和挖掘的创意7.别因为“资源不足”止步不前。
秋季谨防心头火8种饮食习惯最易上火,1、喝水少，感觉要“冒火”。2、吃完某些食物，喉咙痛、有异物感。3、吃海鲜，身上瘙痒。4、吃瓜子，嘴里起水泡。5、常吃快餐，口唇起泡。6、常常大鱼大肉，牙龈出血。7、吃甜食，长痘痘。8、吃辣，肛门烧灼。上火症状解决方案：
山西新任女纪委书记首亮剑：“突袭”查处大同书记,15日下午，中纪委通报称，“大同市委书记丰立祥目前正接受组织调查”。丰立祥前一日还在正常出席公务活动，次日就被调查。山西省纪委的“突袭”，是监察部原副部长黄晓薇9月30日起任山西纪委书记后，首次“亮剑”。
职场内不能说的7个词,#职场#如果你梦想挣更多的钱，得到晋升，开始自己的公司，更加健康，或提升关系，你将需要得到尽可能多的支持。从今天开始就把这7个致命的的词语从你的字典中删出去吧。详见：
郑州自贸区争取明年年底前完成申报初定三个方案,初定三个方案：①以现在的航空港为基础进行申报；②包括郑州高新区、郑东新区、郑州经开区、郑州市的几个集聚区一块成立中国郑州自贸区；③把郑州、洛阳、开封、新乡、许昌合并一起，搞一个大自贸区，然后再分别搞自贸园区。
肺结核矿工患者：希望儿子毕业后找个好工作,46岁的龙有康19岁起就在湖南耒阳一煤矿下井挖煤，至今已有25年。2009年他患上尘肺病，为了一家四口，他仍坚持下井。现在，他只希望儿子大学毕业后能找到一份好工作，“我的父亲和我都是矿工，儿子将来不能再干这个了。”
郑州女大年夜排队抢“头本书”获馆长赠书,大年初一，有外地香客在雍和宫排队77小时为抢“头香”，有外地读者国图排队为抢“头本书”。按照惯例，大年初一国家图书馆会举行一年一度的馆长拜年活动，最先进馆的前三名读者，可得到由馆长赠送的“文津图书奖”获奖图书一套。初一你在弄啥？
环保局长的“霾里霾外”,河北廊坊环保局副局长李春元出版了长篇小说《霾来了》。书中有处细节，“连续发生数起蒙面人借雾霾深夜入室盗窃案”。李春元称，灵感来自现实，在某地一次偷盗案中，“偷盗的人脸上蒙着面，刚好这天雾霾重，监控画面也雾蒙蒙的，看不清楚”。
王健林：二十年内中国楼市就倒了,中国真正的房地产市场就是20年。还能发展多少年呢？我判断，高速成长的时期就是10年左右，可能还维持一个匀速的平衡发展阶段，估计从现在算起15到20年，这个市场就倒了。全国人75%变成市民，这个时候城市化进程基本完成。(中国企业家网)
郑州立交下几百颗树大量死亡4月种植仅存活3个月,今年4月，郑州在立交桥下大面积植树，引起争议。民众质疑政府搞“形象工程”，没阳光照射，树会死掉。3个月后，当时种的树果然大量死亡。专家说，虽然死因很多，但已说明这些树不适合种在桥下。
O2O时代的餐饮：为什么要做鸡做鸭？,O2O餐饮，就是要引爆眼球，引爆眼球至少有这几个招式可用：①名字；②产品；③Online；④Offline。O2O模式的开店成本远远低于传统开店的做法，所以做鸡做鸭不是作死，真正会让O2O餐饮ZUO死的是过时了。
干货：广义O2O破除传统企业的“互联网焦虑”！,互联网新规则交替，使传统企业的决策者产生普遍的“互联网焦虑”。当前企业的外部环境正在发生三个重大的变化：①移动互联网对各个领域的渗透，正在改写各个行业的游戏规则；②用户层面的重大变化；③企业的无边界竞争。
探秘：我国海洋科技“蛟龙”号已成为海洋装备代言人,“蛟龙”号是目前世界上下潜深度最深的作业型载人潜水器，可以到达全球99.8%的海域，在地球科学、生命科学和环境科学等世界前沿科学研究领域具有其他深海装备无法比拟的技术优势。
为筹毒资一瘾君子疯狂盗窃十三起,为了买毒品吸食而多次盗窃他人钱财，日前，乌兰察布市商都县人民法院对一起盗窃案件依法作出判决：被告人朱某某犯盗窃罪，判处有期徒刑十一年，并处罚金人民币15万元。大公网内蒙古频道：
有炸弹！哈站候车大厅紧急排查3小时证实为谣言,除了“哈站附近有炸弹”的消息，近些天网传的“中央大街着火了，房倒屋塌，死伤无数”、“哈尔滨机场暴恐，海关安检都炸死了”也均子虚乌有。目前哈市警方正依法追查造谣者。哈市警方提示市民：不造谣、不传谣、不信谣。
揭秘：母婴社区店火爆的原因,社区里有太多母婴需求；社区需求的特点：地利，母婴人群的活动范围有限，社区店的地理优势是其生意火爆最核心的因素；社区店的另一个重要特点是顾客群相对稳固，而且消费层级相近，对品牌商来说是非常理想的布局点。
腾讯O2O下一个投资领域：在线旅游、招聘、教育,腾讯投资58同城强化本地服务生态体系。腾讯是两手准备，一是筹建微信平台建设，另一方面围绕O2O战略所需构建信息内容广泛投资。腾讯布局或瞄准在线旅游、在线招聘、在线教育。那些公司会进入腾讯法眼，成为被追逐目标。
打造O2O2O闭环：餐饮商家+微信公众平台,餐饮商家借助微信公众平台打造O2O2O闭环：用微信掌控数据、节省成本；用微信做好客户满意度调查；用微信玩好粉丝经济。线下商家和微信公众平台合作，线上引流、线下消费、线上资源整合利用，形成一个完整的O2O2O生态圈。
肯德基在7个社交网络上的社会化营销策略,1、豆瓣网：“线上-线下-线上”；2、新浪微博：主打线上有奖活动；3、人人网：展示类广告；4、开心网：做有“团体”属性的线上活动；5、腾讯平台：手段集各SNS平台大成；6、Facebook：全球性；7、Twitter：让广告投放与用户更匹配。
